candidate_id,branch_type,source_keyframe_id,target_keyframe_id,source_scan_index,target_scan_index,source_processed_index,target_processed_index,source_timestamp,target_timestamp,source_fraction,target_fraction,keyframe_gap,path_gap_m,pose_distance_m,pose_angle_diff_rad,descriptor_error,descriptor_shift_rad,relative_pose_init_dx,relative_pose_init_dy,relative_pose_init_dtheta,relative_pose_icp_dx,relative_pose_icp_dy,relative_pose_icp_dtheta,mean_residual_m,inlier_ratio,translation_correction_m,rotation_correction_rad,score,accepted_before_dedup,accepted_final,accepted_loop_id,rejection_reason
56,anchor,66,1,488,2,244,1,1774265811.567376,1774265766.715578,0.7764705882352941,0.011764705882352941,65,15.681518122250349,3.0406065508808657,0.1250564077592239,0.14105295138888888,0.08726646259971647,-0.11280571630833558,0.28285262745778794,0.08726646259971647,0.0863893345830772,0.2638850238599229,0.3515419400867009,0.08464997075671862,0.7555555555555555,0.20009607263981535,0.26427547748698443,0.6376822036605062,True,False,,suppressed_by_dedup_cluster
57,anchor,66,15,488,114,244,57,1774265811.567376,1774265777.091201,0.7764705882352941,0.17647058823529413,51,12.57104698361999,4.167166417409111,1.5400302901058232,0.14150983796296296,0.17453292519943295,-0.46574443441262153,0.276590261251094,0.17453292519943295,-1.3012563206120324,0.1090867906052489,0.37462096263548167,0.0615996848750633,0.2222222222222222,0.8521370339674839,0.20008803743604872,0.0654044320786081,False,False,,below_inlier_ratio
58,anchor,66,13,488,100,244,50,1774265811.567376,1774265775.794204,0.7764705882352941,0.15294117647058825,53,12.990144801007865,3.7885900812343456,1.3006899945260202,0.16521527777777775,-0.17453292519943295,-0.1605807945550632,0.35151848046739126,-0.17453292519943295,-0.73960133152704,-0.09594784492124735,0.37257643238007926,0.18160081552383067,0.4777777777777778,0.7317724336104273,0.5471093575795123,0.19564425101392877,False,False,,below_inlier_ratio
59,anchor,66,4,488,36,244,18,1774265811.567376,1774265769.865751,0.7764705882352941,0.047058823529411764,62,14.898118330998049,2.9416283304140376,0.09038065981772385,0.16557957175925925,0.3490658503988659,-0.1385399510723877,0.04533219572566155,0.3490658503988659,-0.45801349233163274,0.7329391315980476,-0.12918743569084204,0.13532616968500646,0.32222222222222224,0.7581996055291338,0.47825328608970796,0.087163427679817,False,False,,below_inlier_ratio
60,local,67,7,494,64,247,32,1774265812.119461,1774265772.456966,0.788235294117647,0.08235294117647059,60,14.39917803035043,2.898426749165363,0.0106251085862695,,,-0.30823262967364307,2.8819906776882167,-0.010625108586269522,-0.30823262967364307,2.8819906776882167,-0.010625108586269522,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
61,local,67,8,494,70,247,35,1774265812.119461,1774265773.011149,0.788235294117647,0.09411764705882353,59,14.171859075164118,2.9425828798326075,0.1515039471201557,,,-0.9936250534484284,2.769747869002445,0.1515039471201558,-0.9936250534484284,2.769747869002445,0.1515039471201558,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
62,local,67,4,494,36,247,18,1774265812.119461,1774265769.865751,0.788235294117647,0.047058823529411764,63,15.10635384835609,2.9524749854383128,0.02480112788006622,,,0.4063898153941261,2.924372728908357,-0.0248011278800662,0.4063898153941261,2.924372728908357,-0.0248011278800662,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
63,local,67,6,494,56,247,28,1774265812.119461,1774265771.714619,0.788235294117647,0.07058823529411765,61,14.64578720645519,2.9525231037123074,0.02165022330467023,,,-0.16764031020300152,2.9477600656006615,0.021650223304670212,-0.16764031020300152,2.9477600656006615,0.021650223304670212,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
64,local,67,3,494,28,247,14,1774265812.119461,1774265769.128131,0.788235294117647,0.03529411764705882,64,15.412824093203486,2.985932179345679,0.07255103547814899,,,0.42507566352984216,2.9555205395880284,0.07255103547814899,0.42507566352984216,2.9555205395880284,0.07255103547814899,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
65,anchor,67,4,494,36,247,18,1774265812.119461,1774265769.865751,0.788235294117647,0.047058823529411764,63,15.10635384835609,2.9524749854383128,0.02480112788006622,0.15029398148148146,0.17453292519943295,-0.10146739141137973,0.07699434931241167,0.17453292519943295,-0.35485616740718257,0.566331270663906,-0.13107599708385323,0.12453511378491015,0.6458333333333334,0.5510503555923085,0.3056089222832862,0.4509127378750281,False,False,,below_inlier_ratio
66,anchor,67,15,494,114,247,57,1774265812.119461,1774265777.091201,0.788235294117647,0.17647058823529413,52,12.77928250097803,4.090565118353215,1.424848502408033,0.15150491898148147,0.0,-0.42373701496310373,0.30133381315380636,0.0,-1.0752851761151583,0.25972721074999805,0.09444046822652448,0.06040782410537841,0.3333333333333333,0.6528752680751603,0.09444046822652447,0.20291595900911263,False,False,,below_inlier_ratio
67,anchor,67,14,494,108,247,54,1774265812.119461,1774265776.534669,0.788235294117647,0.16470588235294117,53,12.939283274162173,3.942826699785871,1.0801208084666025,0.15378269675925924,-0.08726646259971647,-0.3875654938187989,0.3196076722156197,-0.08726646259971647,-0.8556694304151046,0.32407838180611614,0.023949066541515036,0.06011636452490248,0.3020833333333333,0.4681252852615427,0.11121552914123152,0.18959366382521498,False,False,,below_inlier_ratio
68,anchor,67,3,494,28,247,14,1774265812.119461,1774265769.128131,0.788235294117647,0.03529411764705882,64,15.412824093203486,2.985932179345679,0.07255103547814899,0.16045688657407406,0.08726646259971647,-0.04728939371527785,0.19721877927749343,0.08726646259971647,-0.20299871151177698,0.2987329141941417,0.09585815608611244,0.08639429515678222,0.8125,0.1858776781556264,0.008591693486395963,0.7070883523533354,True,True,1,
69,anchor,67,1,494,2,247,1,1774265812.119461,1774265766.715578,0.788235294117647,0.011764705882352941,66,15.88975363960839,3.1029505287243597,0.009874620061433803,0.16711284722222222,0.08726646259971647,-0.14611388542071257,0.1718347588637766,0.08726646259971647,0.33280966796334505,0.30690726818832365,0.17526477227587078,0.10097242340032916,0.7916666666666666,0.49760662451503007,0.08799830967615431,0.6365336653310267,False,False,,above_mean_residual
70,local,68,7,500,64,250,32,1774265812.67062,1774265772.456966,0.8,0.08235294117647059,61,14.608602654454042,2.869531618669549,0.00034657195307133404,,,-0.09963040533990242,2.8678015086257473,0.00034657195307132265,-0.09963040533990242,2.8678015086257473,0.00034657195307132265,0.1508841454960853,0.008130081300813009,0.0,0.0,-0.1427540641952723,False,False,,below_inlier_ratio
71,local,68,8,500,70,250,35,1774265812.67062,1774265773.011149,0.8,0.09411764705882353,60,14.38128369926773,2.897897320619949,0.16247562765949652,,,-0.7854680587282228,2.7894172885342945,0.1624756276594966,-0.7854680587282228,2.7894172885342945,0.1624756276594966,0.1522020641959796,0.008130081300813009,0.0,0.0,-0.1440719828951666,False,False,,below_inlier_ratio
72,local,68,6,500,56,250,28,1774265812.67062,1774265771.714619,0.8,0.07058823529411765,62,14.855211830558801,2.9406000186210015,0.032621903844011056,,,0.04131115403700836,2.94030982348221,0.03262190384401105,0.04131115403700836,2.94030982348221,0.03262190384401105,0.13390022202674778,0.008130081300813009,0.0,0.0,-0.1257701407259348,False,False,,below_inlier_ratio
73,local,68,4,500,36,250,18,1774265812.67062,1774265769.865751,0.8,0.047058823529411764,64,15.315778472459701,2.9715175160854077,0.013829447340725387,,,0.6147699405796994,2.9072279354330033,-0.013829447340725354,0.6147699405796994,2.9072279354330033,-0.013829447340725354,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
74,local,68,5,500,48,250,24,1774265812.67062,1774265770.972939,0.8,0.058823529411764705,63,15.096317447312959,2.9963406605727974,0.04244005693814959,,,0.24912641286287673,2.9859660722479613,0.04244005693814958,0.24912641286287673,2.9859660722479613,0.04244005693814958,0.12338046541679334,0.008130081300813009,0.0,0.0,-0.11525038411598033,False,False,,below_inlier_ratio
75,anchor,68,3,500,28,250,14,1774265812.67062,1774265769.128131,0.8,0.03529411764705882,65,15.622248717307098,3.0259047574631883,0.08352271601748984,0.10273842592592591,0.0,0.14791210180209424,0.25991687311615663,0.0,0.12205149355596662,0.3751176027211695,-0.12628916771646737,0.10040068544587916,0.8373983739837398,0.11806768889237637,0.12628916771646737,0.7188764612627997,False,False,,above_mean_residual
76,anchor,68,2,500,20,250,10,1774265812.67062,1774265768.386976,0.8,0.023529411764705882,66,15.865109220928804,3.086956312325009,0.041582805353518965,0.1074965277777778,0.0,0.03730392381882219,0.2999764752263548,0.0,0.2863705182168462,0.3836563823114998,-0.04619845077004705,0.09020651600747195,0.8130081300813008,0.26274796915448906,0.04619845077004704,0.6942168946198776,True,False,,suppressed_by_dedup_cluster
77,anchor,68,15,500,114,250,57,1774265812.67062,1774265777.091201,0.8,0.17647058823529413,53,12.988707125081643,4.016590650440184,1.4358201829473738,0.11191261574074074,0.0,-0.2643099047189142,0.29634110548026615,0.0,-0.804741671484564,0.3234346287289527,0.005692013127750041,0.08630480000396451,0.43902439024390244,0.5411104818163004,0.005692013127750041,0.29832394140192037,False,False,,below_inlier_ratio
78,anchor,68,14,500,108,250,54,1774265812.67062,1774265776.534669,0.8,0.16470588235294117,54,13.148707898265785,3.869657358732305,1.0910924890059435,0.11357870370370371,-0.17453292519943295,-0.18444213789543906,0.347456857152571,-0.17453292519943295,-0.5793866699522897,0.3710005427902307,-0.07865477118684466,0.09136608569714814,0.4146341463414634,0.3956456603262693,0.09587815401258827,0.2789095869110589,False,False,,below_inlier_ratio
79,anchor,68,13,500,100,250,50,1774265812.67062,1774265775.794204,0.8,0.15294117647058825,55,13.407804942469518,3.6308695310363146,1.196479887367571,0.11388715277777778,-0.4363323129985824,0.09076605554920386,0.334730483935136,-0.4363323129985824,-0.253509707827534,0.10540260247268371,0.05545548158461611,0.11949182800166924,0.4878048780487805,0.4136630010826351,0.49178779458319843,0.3023573602096878,False,False,,below_inlier_ratio
80,local,69,7,506,64,253,32,1774265813.222719,1774265772.456966,0.8117647058823529,0.08235294117647059,62,14.815203550825014,2.8862972442287984,0.0191075051213479,,,0.10576489483141871,2.8843587795321293,0.01910750512134791,0.10576489483141871,2.8843587795321293,0.01910750512134791,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
81,local,69,8,506,70,253,35,1774265813.222719,1774265773.011149,0.8117647058823529,0.09411764705882353,61,14.587884595638702,2.8986482602786223,0.18123656082777312,,,-0.5854390133769671,2.838912273817651,0.1812365608277732,-0.5854390133769671,2.838912273817651,0.1812365608277732,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
82,local,69,6,506,56,253,28,1774265813.222719,1774265771.714619,0.8117647058823529,0.07058823529411765,63,15.061812726929773,2.97368465726155,0.05138283701228763,,,0.24606518501617192,2.963486521912276,0.051382837012287616,0.24606518501617192,2.963486521912276,0.051382837012287616,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
83,local,69,9,506,78,253,39,1774265813.222719,1774265773.750477,0.8117647058823529,0.10588235294117647,60,14.343632774595745,2.985701772850239,0.27203545123726336,,,-1.0837902343564016,2.7820520851189636,0.2720354512372635,-1.0837902343564016,2.7820520851189636,0.2720354512372635,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
84,anchor,69,3,506,28,253,14,1774265813.222719,1774265769.128131,0.8117647058823529,0.03529411764705882,66,15.82884961367807,3.107253934647168,0.1022836491857664,0.11663859953703704,0.0,0.19717737075344133,0.21923899406733255,0.0,0.3567195773261484,0.3999099117532648,-0.1270609328493613,0.09101393333950693,0.7916666666666666,0.2410304880623305,0.1270609328493613,0.6701966378784586,True,False,,suppressed_by_dedup_cluster
85,anchor,69,4,506,36,253,18,1774265813.222719,1774265769.865751,0.8117647058823529,0.047058823529411764,65,15.522379368830673,3.0338943912540195,0.00493148582755118,0.1280601851851852,0.08726646259971647,0.14014991503653018,0.12023745297127891,0.08726646259971647,-0.02098790537533506,0.4718049205883929,0.026411199256421596,0.07472860535775919,0.7833333333333333,0.3867364496059261,0.06085526334329487,0.6668883198478168,False,False,,lower_score_than_best_current
86,anchor,69,17,506,130,253,65,1774265813.222719,1774265778.563697,0.8117647058823529,0.2,52,12.764252562144446,4.402234869645378,1.4555005039552822,0.14792361111111113,0.0,-0.08211683608760018,-0.2494389130981064,0.0,0.12081540665999375,-0.020628400584508457,-0.22235310190412186,0.12057201835922249,0.5833333333333334,0.3058361420488163,0.22235310190412186,0.42106004567402316,False,False,,below_inlier_ratio
87,anchor,69,15,506,114,253,57,1774265813.222719,1774265777.091201,0.8117647058823529,0.17647058823529413,54,13.195308021452615,3.983012887179231,1.4545811161156506,0.14888802083333333,-0.08726646259971647,-0.17828133216425074,0.30196355194389757,-0.08726646259971647,-0.5388077717171244,0.3251221861472376,-0.028313781299524797,0.08556829572966633,0.5916666666666667,0.3612694783050956,0.05895268130019168,0.46702378904148123,False,False,,below_inlier_ratio
88,anchor,69,5,506,48,253,24,1774265813.222719,1774265770.972939,0.8117647058823529,0.058823529411764705,64,15.302918343683931,3.0451318407231533,0.061200990106426156,0.15720746527777776,0.17453292519943295,-0.21104685168732212,0.29226307462254775,0.17453292519943295,-0.4083664336346778,0.3750961104172383,0.25897473652060005,0.08625931233956512,0.6583333333333333,0.2140007692482522,0.0844418113211671,0.5464518535028846,False,False,,lower_score_than_best_current
89,local,70,8,514,70,257,35,1774265813.961438,1774265773.011149,0.8235294117647058,0.09411764705882353,62,14.85259686088164,2.9469623190642884,0.1207327491628818,,,-0.3410701870274553,2.927158697014196,0.1207327491628819,-0.3410701870274553,2.927158697014196,0.1207327491628819,0.1925007995554121,0.010309278350515464,0.0,0.0,-0.18219152120489665,False,False,,below_inlier_ratio
90,local,70,7,514,64,257,32,1774265813.961438,1774265772.456966,0.8235294117647058,0.08235294117647059,63,15.079915816067953,2.9541635184246773,0.0413963065435434,,,0.3611737431171962,2.9320019817309135,-0.04139630654354341,0.3611737431171962,2.9320019817309135,-0.04139630654354341,0.20269422879833207,0.010309278350515464,0.0,0.0,-0.19238495044781662,False,False,,below_inlier_ratio
91,anchor,70,16,514,122,257,61,1774265813.961438,1774265777.826819,0.8235294117647058,0.18823529411764706,54,13.252933728705807,4.17848730084391,1.3831729597729128,0.14205179398148146,0.0,-0.07664199179897668,0.2974138045645236,0.0,-0.2499586980077404,-0.018511175828654736,0.2708729894784404,0.09628575213617234,0.6494845360824743,0.3603432722939129,0.2708729894784404,0.5036208072429886,False,False,,below_inlier_ratio
92,anchor,70,15,514,114,257,57,1774265813.961438,1774265777.091201,0.8235294117647058,0.17647058823529413,55,13.460020286695553,3.9825952579146966,1.394077304450759,0.1491038773148148,-0.08726646259971647,-0.0102135071765172,0.33292400091206054,-0.08726646259971647,-0.10126752549943398,0.19384716958503687,-0.08477255301858094,0.09610493203836377,0.6494845360824743,0.16623236527438168,0.0024939095811355315,0.5366316720376155,False,False,,below_inlier_ratio
93,anchor,70,7,514,64,257,32,1774265813.961438,1774265772.456966,0.8235294117647058,0.08235294117647059,63,15.079915816067953,2.9541635184246773,0.0413963065435434,0.1811362847222222,0.0,-0.13068523765707124,0.45309317343610506,0.0,-0.41557020363604386,0.39125234975101014,0.00659112659960555,0.10828412865667211,0.6701030927835051,0.2915196928423385,0.00659112659960555,0.5323374385126188,False,False,,above_mean_residual
94,anchor,70,5,514,48,257,24,1774265813.961438,1774265770.972939,0.8235294117647058,0.058823529411764705,65,15.56763060892687,3.149830273753982,0.000697178441534857,0.18203385416666665,0.17453292519943295,-0.05671895280132422,0.36566772585018387,0.17453292519943295,-0.017002478102986242,0.4614999236078053,0.1654663589417885,0.10173519806165791,0.8556701030927835,0.10373624482079338,0.00906656625764446,0.743107952236164,False,False,,above_mean_residual
95,anchor,70,12,514,96,257,48,1774265813.961438,1774265775.423431,0.8235294117647058,0.1411764705882353,58,14.033390817388291,3.441540127810674,0.9144454729656121,0.18581655092592594,-0.5235987755982988,0.36907898561017,0.2201668755543596,-0.5235987755982988,0.4956931625306998,-0.003490217943611811,-0.18467702301774952,0.1671086362577543,0.44329896907216493,0.25700903732986424,0.33892175258054924,0.23354334145239672,False,False,,below_inlier_ratio
96,local,71,8,524,70,262,35,1774265814.884133,1774265773.011149,0.8352941176470589,0.09411764705882353,63,15.145937773963972,2.9725072907584695,0.12653517974417078,,,-0.13195956397222464,2.9695767824874535,0.12653517974417092,4.548840969359196,-13.488197086243765,-2.421640004461265,inf,0.0,17.11047089787794,2.548175184205436,-inf,False,False,,below_inlier_ratio
97,local,71,7,524,64,262,32,1774265814.884133,1774265772.456966,0.8352941176470589,0.08235294117647059,64,15.373256729150285,2.9956910916278736,0.03559387596225441,,,0.5743891727239134,2.940109214759915,-0.035593875962254426,6.426085831166096,-3.5643905327644467,-1.5572779204117166,inf,0.0,8.74933544607634,1.5216840444494621,-inf,False,False,,below_inlier_ratio
98,anchor,71,15,524,114,262,57,1774265814.884133,1774265777.091201,0.8352941176470589,0.17647058823529413,56,13.753361199777885,3.963698753208249,1.3998797350320482,0.08570601851851854,-0.08726646259971647,0.13331177917651635,0.5608488396279329,-0.08726646259971647,0.4028252007468079,0.13503243320763708,-0.45941705554827056,0.09309666414301386,0.5523809523809524,0.5039415604841698,0.37215059294855407,0.39028260254209385,False,False,,below_inlier_ratio
99,anchor,71,14,524,108,262,54,1774265814.884133,1774265776.534669,0.8352941176470589,0.16470588235294117,57,13.913361972962027,3.822390141069864,1.0551520410906177,0.1134525462962963,-0.2617993877991494,0.2530700651841015,0.5388998436635875,-0.2617993877991494,0.5614736952352564,0.08633460857019966,-0.22127199046637314,0.10737415125768349,0.580952380952381,0.5476569099754544,0.04052739733277627,0.4167861688305133,False,False,,below_inlier_ratio
100,anchor,71,16,524,122,262,61,1774265814.884133,1774265777.826819,0.8352941176470589,0.18823529411764706,55,13.54627464178814,4.157090639803108,1.388975390354202,0.12087847222222224,0.0,0.046472178899092886,0.5369803733918607,0.0,0.14196400590960193,0.12047229055411189,-0.30033619144963364,0.12141891317174304,0.6571428571428571,0.4273144885151707,0.3003361914496336,0.47797568554711534,False,False,,above_mean_residual
101,anchor,71,17,524,130,262,65,1774265814.884133,1774265778.563697,0.8352941176470589,0.2,54,13.322305740469716,4.380700707486699,1.4007991228716798,0.12687355324074076,0.0,0.2057272298574398,0.03561836696064413,0.0,-0.12748413442615486,-0.026633758694939964,0.3576893931058518,0.11075563837663119,0.7047619047619048,0.338976607506142,0.35768939310585174,0.5422241359793669,False,False,,above_mean_residual
102,anchor,71,7,524,64,262,32,1774265814.884133,1774265772.456966,0.8352941176470589,0.08235294117647059,64,15.373256729150285,2.9956910916278736,0.03559387596225441,0.14472916666666666,-0.08726646259971647,0.05294128204004181,0.7127880754011824,-0.08726646259971647,-0.0018555558427913212,0.4041973993630746,-0.09416042179582423,0.12400332904702216,0.8476190476190476,0.3134180894262708,0.00689395919610776,0.691929211669593,False,False,,above_mean_residual
103,local,72,8,530,70,265,35,1774265815.435102,1774265773.011149,0.8470588235294118,0.09411764705882353,64,15.365242670049572,2.9904014302089967,0.04605845201977293,,,0.08199368232688697,2.9892771283128825,0.046058452019772975,-0.38744410713689437,-10.606512559442713,1.8316167647104513,inf,0.0,13.603891688478631,1.7855583126906784,-inf,False,False,,below_inlier_ratio
104,anchor,72,15,530,114,265,57,1774265815.435102,1774265777.091201,0.8470588235294118,0.17647058823529413,57,13.972666095863485,3.9330079495995007,1.3194030073076504,0.1187488425925926,-0.17453292519943295,0.19735912718847437,0.7234830929363173,-0.17453292519943295,0.5443776412590208,0.14651905385963163,-0.4609838620249376,0.06235324177744989,0.5490196078431373,0.6732825198201816,0.2864509368255046,0.40501556724239407,False,False,,below_inlier_ratio
105,anchor,72,9,530,78,265,39,1774265815.435102,1774265773.750477,0.8470588235294118,0.10588235294117647,63,15.120990849006615,3.0234454825221504,0.13685734242926317,0.12187789351851852,0.08726646259971647,-0.10735914604947072,0.658905549252478,0.08726646259971647,-0.28475316313118276,0.4388667090228968,0.3981393151397977,0.14078466634111136,0.5588235294117647,0.28264063491643576,0.31087285254008123,0.3742311569520057,False,False,,below_inlier_ratio
106,anchor,72,7,530,64,265,32,1774265815.435102,1774265772.456966,0.8470588235294118,0.08235294117647059,65,15.592561625235884,3.0294861448478314,0.11607060368665226,0.12294560185185184,-0.08726646259971647,0.042058052414044755,0.8602572173243646,-0.08726646259971647,0.19953718289044164,0.427220007719189,-0.02025719656973083,0.14988261328093083,0.7450980392156863,0.4607829222510734,0.06700926602998564,0.545786670408149,False,False,,above_mean_residual
107,anchor,72,8,530,70,265,35,1774265815.435102,1774265773.011149,0.8470588235294118,0.09411764705882353,64,15.365242670049572,2.9904014302089967,0.04605845201977293,0.13290248842592592,0.0,-0.12231429272657612,0.8772162331798161,0.0,0.0876815867716369,0.3358697485168229,0.06675452683106818,0.1339947982766271,0.7647058823529411,0.580649882341509,0.06675452683106818,0.5693083695006097,False,False,,above_mean_residual
108,anchor,72,17,530,130,265,65,1774265815.435102,1774265778.563697,0.8470588235294118,0.2,55,13.541610636555315,4.347249748344652,1.320322395147282,0.14239033564814815,-0.17453292519943295,0.3302869268684413,0.21838095340676877,-0.17453292519943295,0.07919843870585322,-0.0002919028394359488,0.13353353157218037,0.10081750787890971,0.7254901960784313,0.332961329506367,0.3080664567716133,0.5759732324103042,False,False,,above_mean_residual
109,local,73,8,536,70,268,35,1774265815.98705,1774265773.011149,0.8588235294117647,0.09411764705882353,65,15.614922983615418,2.958526697569929,0.07670281586835587,,,0.30595175978355504,2.9426643948842344,-0.07670281586835592,3.8399585721743303,-4.384975990453567,-1.5314649358303234,0.20341728550241578,0.03333333333333333,8.135325301846137,1.4547621199619676,-1.0563545883517946,False,False,,below_inlier_ratio
110,local,73,9,536,78,268,39,1774265815.98705,1774265773.750477,0.8588235294117647,0.10588235294117647,64,15.370671162572462,2.9733115397393703,0.014096074541134374,,,-0.20547908381588886,2.966202936156175,0.01409607454113441,-0.03944379020801314,-2.7837755884272033,0.6872315289589844,inf,0.0,5.752375226973072,0.67313545441785,-inf,False,False,,below_inlier_ratio
